trial,time,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85
2,0.334,0.008633729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2637675e-05,0.0003444285,0.0,0.0,0.0,0.012863734,0.0,0.055548966,0.0,0.0,3.1660973e-06,0.0,0.0047860835,0.0,0.0,0.0,0.03450966,0.0,0.035098623,0.0,0.0,0.0,0.0,0.002685329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009270981,1.8907394e-05,0.0013204517,0.0,0.0,0.0007602181,0.0,0.00026710005,0.0,3.561468e-05,0.0,0.0,0.0,0.002029736,0.0,0.0,0.0,0.0,0.0,0.0011947684,0.0,0.0,0.0,0.0015243416,0.08737254,0.0
2,0.368,0.00017664285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038820643,0.0,0.0004854371,0.0,0.0,0.0,8.962143e-06,0.0,0.0,0.0,0.014371568,0.009080299,0.0,0.04695979,0.0,0.0012845019,1.8533043e-06,0.0,0.0,0.0,0.0,0.0,0.03224188,0.0,0.015098017,0.0,0.0,0.0,0.0,0.0027632916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054765417,0.0,0.0,0.0,0.0,0.00044545773,0.0,0.0012115078,0.0,0.00023077712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9753133e-07,0.052200336,0.0
2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044463673,0.0,7.323754e-05,0.0,5.610989e-06,0.0,0.0,0.0,0.0111738425,0.0027524307,0.0008771636,0.040353984,0.0,0.00091849396,5.0501462e-06,0.0,0.0,0.0,0.0,0.0,0.02237412,0.0,0.016745938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7797363e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015853468,9.578238e-05,0.0,0.0,2.0905822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005138165,0.04056386,0.0
2,0.43400000000000005,0.000114683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005410728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037388473,0.0,0.0,0.0,1.9310726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.02934405,0.0,0.0,6.344123e-06,0.0,0.0,0.028671559,0.0,0.0,0.019968208,0.0,0.009006052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006562203,0.0,0.0009254971,0.0,0.0,3.64976e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023661677,0.0,1.4116355e-05,0.03679895,0.0
2,0.46699999999999997,0.00023548176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05369899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.619514e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.019997127,0.0074200924,0.0,2.0310054e-06,0.0,0.0,0.039223667,0.0,0.0,0.016435621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8715126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006505363,0.0,0.000920527,0.025567848,0.0
2,0.501,0.00019478318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053195152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016271056,0.0,0.0,0.0057189805,0.0,0.0,0.0,0.0,0.0,0.0,0.0063174646,0.017233387,0.0,0.0,1.0028347e-06,0.0,0.0,0.033778425,0.0,0.0,0.020435119,0.0,0.0,0.0,0.0,0.0,0.0,0.00091929914,0.0,0.0,0.0,0.0,0.00224349,0.0,0.0,0.0,0.0,0.0,0.0,8.045661e-05,0.0018230069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015641545,0.0,0.0,0.010747144,0.0
2,0.535,4.9232578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020241288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062446566,0.0,0.0,0.00037684443,3.3830663e-06,0.0,0.0,0.0,0.0035092742,0.0,0.0,0.010740382,0.0,0.0,0.0,0.0,0.0,0.022203494,0.0,0.0,0.019288922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005881703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.261877e-06,0.026041621,0.0,0.00066659146,0.0,0.0,0.0,0.00012644779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025609665,0.0,0.0
2,0.5680000000000001,0.00016049219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01792217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032910172,0.0,0.0,0.0,1.7301236e-05,0.0013159853,0.0,0.0,0.0,0.0,0.0,0.0033787377,0.0,0.0,0.0,0.0,0.0,0.062222004,0.0,0.0,0.017596543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7262295e-05,0.00026232694,0.017922077,0.0,0.0,0.0,0.0,0.0,4.689443e-05,0.0,0.0,0.0,0.0001199203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009740692,0.0,0.0,0.003222843,0.0
2,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0009730109,0.0,0.0,0.0,0.0,0.013042769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7400016e-06,0.0,0.0,0.0,0.0024345668,0.0,0.0,0.005926644,0.0,0.0,0.0,4.9427115e-05,0.0,0.053300206,0.0,0.0,0.0056580254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004415688,0.0,0.0,0.0,0.0,0.0,5.786293e-05,6.596865e-05,0.04425181,0.0,0.0006826756,0.0,0.0010192815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013954227,0.0,8.260526e-05,0.006483385,0.0
2,0.634,0.00012517792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5526228e-06,0.009024069,0.0,0.0,0.011773451,0.0,0.0015681434,0.014052482,0.0,0.0,5.923104e-06,0.038456976,0.0,0.037987504,0.0,0.0009225887,0.025077509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007159803,0.0,0.0,0.0,0.0,0.0,1.0575106e-06,0.000507958,0.041281085,0.0,0.00036800664,0.0,0.00012507399,0.0,7.4610434e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040680233,0.0,4.204066e-05,0.0051363213,0.0
2,0.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5942576e-06,0.02501939,0.0,0.0,0.0,0.0,0.03873933,0.046143416,0.0,0.0,1.4493381e-05,0.08659906,0.0,0.02688627,0.0,0.00048854953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007127475,0.0,0.0,0.0,0.0,0.0,2.2818738e-05,2.098147e-05,0.031118466,0.0,0.000574304,0.0,0.00041654584,0.0,0.0039426563,0.0,0.0,0.0,0.018935112,0.0,0.0,0.0,0.0,0.0,0.0,0.009065579,0.08099206,0.0,0.00029755261,0.006895737,0.0
2,0.7020000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2599255e-06,0.03021995,0.0,0.0,0.0,0.0,0.044750378,0.03840352,0.0,0.0,2.1982109e-05,0.08441653,0.0,0.011108551,0.0,0.0013255855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012569793,0.0,0.0009992446,0.0,0.0,0.0,0.0,0.00043596598,0.0,0.0,0.027621143,0.0,0.0,0.0,0.0,0.0,0.0,0.06991145,0.034810226,0.0,0.0,0.00022453336,0.0
2,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451891e-06,0.016204609,0.0,0.0,0.0,0.0,0.02284779,0.029536465,0.0,0.0,2.7412943e-05,0.060102075,0.0,0.009418476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9107274e-05,0.00010275287,0.0,0.0,0.00048442185,0.0,0.0001606059,0.0,3.961708e-05,0.00029891336,0.0,0.0,0.022620343,0.0,0.0,0.0,0.0,0.0,0.00019452444,0.07618344,0.10421333,0.0,0.0,0.0,0.0
2,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119324635,0.0,3.824417e-06,0.033962354,0.0,0.0,0.0,0.0,0.011464121,0.026239023,0.0,0.0,2.4140905e-05,0.053906493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022997092,0.0,0.0,0.0,0.0,0.0016620262,0.0,0.00066569203,0.0,0.0,0.0,0.020908223,0.0,0.0,0.0,0.0,0.0,0.0023473778,0.05241656,0.08156197,0.0,0.0,0.0,0.0
2,0.803,4.4196855e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7137421e-05,0.0,0.0,0.022503152,0.0,0.0,0.0,0.0,0.0096133,0.011748626,0.0,0.0,2.4513654e-05,0.03426391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001693463,1.3062132e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023080267,0.00017729969,0.0,0.0,0.007322587,0.0,0.0,0.0,0.0,0.0,0.00028358813,0.043851037,0.07982722,0.0,0.0,0.0,0.0
2,0.837,9.3726245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017579792,0.0,0.0,0.0,0.0,0.0068049002,0.00066138397,0.0,0.0,4.0983828e-06,0.03267323,0.0,0.0,0.0,0.0,0.009513371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009033695,0.0,0.0,0.0,0.001106998,0.0,0.0,0.0,0.0011825449,0.0,8.757498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011842803,0.030159907,0.06227466,0.0,0.000112932765,0.0014760812,0.0
2,0.869,6.412632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.735516e-06,0.011201011,0.0,0.0,0.0,0.0,0.0,0.0013404398,0.0,0.0,5.7707866e-06,0.01704681,0.0,0.0,0.0,0.0,0.0029162688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4632625e-05,0.0,0.0,0.0,0.0,0.0,0.0022420562,0.0,3.6874037e-05,0.0005943065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007938762,0.019063154,0.053915963,0.0,0.0,0.0,0.0
2,0.906,9.903828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6421645e-06,0.007626708,0.0,0.0,0.0,0.0,0.0017783075,0.0007253507,0.0,0.0,6.6159328e-06,0.01623654,0.0,0.0,0.0,0.0,0.0064703785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012821155,6.428965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009840218,0.02888102,0.0,0.0,0.0001904188,0.0
2,0.939,6.4028613e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.937148e-06,0.0,0.0,0.0,0.0,0.0,0.00086286356,0.0018609082,0.0,0.0,1.4215785e-05,0.018127428,0.0,0.0,0.0,0.0,0.0016046542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008027186,0.0,0.0,6.5409775e-05,0.0,0.0007123624,0.0,0.0,0.0,0.0,0.0,0.00014443198,0.0,0.0,0.0,0.0,0.0,0.00072141585,0.00023156988,0.022138491,0.0,0.000105139654,0.0,0.0
2,0.9720000000000001,1.249937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00095347426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4477376e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.975525e-06,0.013045009,0.0,0.0,0.0,0.0,0.003596254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.247392e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057852636,0.0,4.071739e-05,0.00090935593,0.0
2,1.004,0.0,0.0,2.8545679e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0971149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.914374e-06,0.0047239065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116455514,0.0,0.0,0.0,0.0,0.0,0.0,2.0511965e-05,0.0,0.0,0.0,0.00025360976,0.0,0.0,0.0,0.0,0.0,0.0007130285,0.0,0.015002854,0.0,0.000414612,0.0017751704,0.0
2,1.0399999999999998,0.000107320884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00068920216,0.0,0.0,0.0,0.0,6.687246e-06,0.012865453,0.0036027613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5917054e-06,0.02640916,0.0,0.0,0.0,0.0006147449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.746904e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.1767078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053029335,0.0,0.00032748884,0.0,0.0
2,1.077,0.00016146037,0.0,0.0,0.0,0.0,0.0014692943,0.0108783245,0.0,0.0,0.0,0.009936693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018385517,0.0,0.0,0.00036148305,4.0658842e-06,0.034703534,0.0,0.0,0.0,0.0,0.0,0.015046498,0.0,0.0,0.0,0.03447248,0.0,0.0,0.0,0.0,0.0,0.0,0.025063166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009039923,0.0,0.0,0.0,0.0,0.0,0.0,8.440016e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030998134,0.0,0.0,0.00066852535,0.0
